,Name,Location,Phone_1,Phone_2,Website,Register_Capital
91,บริษัท เบริล 8 พลัส จำกัด (มหาชน),33/4 อาคารเดอะไนน์ ทาวเวอร์ แกรนด์ พระรามเก้า (อาคารบี) ชั้นที่ 19 ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กทม.,0-2116-5081,-,http://www.beryl8.com,"107,297,187.00 บาท"
92,บริษัท บิวตี้ คอมมูนิตี้ จำกัด (มหาชน),สำนักงานใหญ่เลขที่ 50/1-3 ซอยนวลจันทร์ 34 ถนนนวลจันทร์ แขวงนวลจันทร์ เขตบึงกุ่ม กทม.,0-2946-0700-6,0-2946-1571,http://WWW.BEAUTYCOMMUNITY.CO.TH,"299,419,353.50 บาท"
93,บริษัท บีอีซี เวิลด์ จำกัด (มหาชน),"อาคารมาลีนนท์ ทาวเวอร์, 3199 ถนนพระรามสี่ แขวงคลองตัน เขตคลองเตย กทม.","0-2204-3333, 0-2262-3333",0-2204-1384,http://www.becworld.com,"2,000,000,000.00 บาท"
94,บริษัท ทางด่วนและรถไฟฟ้ากรุงเทพ จำกัด (มหาชน),587 ถนนสุทธิสารวินิจฉัย แขวงรัชดาภิเษก เขตดินแดง กทม.,"0-2641-4611, 0-2354-2000","0-2641-4610, 0-2354-2040",http://www.bemplc.co.th,"15,285,000,000.00 บาท"
95,บริษัท เบาด์ แอนด์ บียอนด์ จำกัด (มหาชน),เลขที่ 130 - 132 อาคารสินธรทาวเวอร์ 2 ชั้น 15 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กทม.,0-2028-2626,0-2028-2628,http://www.boundandbeyond.co.th,"6,026,599,840.00 บาท"
96,บริษัทเงินทุน ศรีสวัสดิ์ จำกัด (มหาชน),"99/392 อาคารศรีสวัสดิ์ ชั้น 1,3,6, ซอยแจ้งวัฒนะ 10 แยก 3 ถนนแจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กทม.",0-2073-0677,0-2073-0670,http://www.bfit.co.th,"6,506,236,205.00 บาท"
97,บริษัท บีจี คอนเทนเนอร์ กล๊าส จำกัด (มหาชน),47/1 หมู่ 2 ตำบลบึงยี่โถ อำเภอธัญบุรี ปทุมธานี,0-2834-7000,0-2533-1140,http://www.bgc.co.th,"3,472,220,000.00 บาท"
98,บริษัท บี.กริม เพาเวอร์ จำกัด (มหาชน),5 ถนนกรุงเทพกรีฑา แขวงหัวหมาก เขตบางกะปิ กทม.,0-2710-3400,0-2379-4245,http://www.bgrimmpower.com,"5,400,000,000.00 บาท"
99,บริษัท บีจีที คอร์ปอเรชั่น จำกัด (มหาชน),เลขที่ 188 ถนนสุวินทวงศ์ แขวงมีนบุรี เขตมีนบุรี กทม.,0-2540-2888,0-2540-1953,http://www.bodyglove.co.th,"256,659,032.00 บาท"
100,บริษัท โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),33 ถนนสุขุมวิท ซอย 3 (ซอยนานาเหนือ) แขวงคลองเตยเหนือ เขตวัฒนา กทม.,0-2667-1000,0-2667-2525,http://www.bumrungrad.com,"921,821,920.00 บาท"
101,บริษัท บิ๊ก คาเมร่า คอร์ปอเรชั่น จำกัด (มหาชน),"เลขที่ 115, 115/1 ถนนสวัสดิการ 1 แขวงหนองแขม เขตหนองแขม กทม.",0-2809-9956-65,0-2809-9950,http://www.bigcamera.co.th,"352,887,880.00 บาท"
102,บริษัท ไบโอ กรีน เอ็นเนอร์ยี่ เทค จำกัด (มหาชน),"อาคารมาโณทาวเวอร์, 153 ซอยสุขุมวิท 39 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กทม.",0-2260-0050,"0-2259-9825, 0-2261-4813",http://www.jutha.co.th,"9,290,318,631.00 บาท"
103,บริษัท ไบโอซายน์ แอนิมัล เฮลธ์ จำกัด (มหาชน),479 ชั้นที่ 4 เมืองทองธานี ถนนบอนด์สตรีท ตำบลบางพูด อำเภอปากเกร็ด นนทบุรี,0-2960-0290-5,-,https://www.bis-group.com,"157,000,000.00 บาท"
104,บริษัท บิสซิเนสอะไลเม้นท์ จำกัด (มหาชน),92/45 อาคารสาธรธานี 2 ชั้น 16 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กทม.,0-2636-6828-9,0-2236-3167,http://www.bizalignment.com,"330,000,000.00 บาท"
105,บริษัท เบอร์ลี่ ยุคเกอร์ จำกัด (มหาชน),อาคารเบอร์ลี่ ยุคเกอร์ 99 ซอยรูเบีย ถนนสุขุมวิท 42 แขวงพระโขนง เขตคลองเตย กทม.,0-2146-5999,0-2146-9309,http://www.bjc.co.th,"4,114,626,699.00 บาท"
106,บริษัท บีเจซี เฮฟวี่ อินดัสทรี จำกัด (มหาชน),เลขที่ 594 หมู่ 4 ตำบลมะขามคู่ อำเภอนิคมพัฒนา ระยอง,0-3301-7345,0-3301-7348,http://www.bjc1994.com,"399,922,500.25 บาท"
107,บริษัท บางกอก เดค-คอน จำกัด (มหาชน),เลขที่ 52/3 หมู่ 8 ถนนบางบัวทอง - สุพรรณบุรี ตำบลละหาร อำเภอบางบัวทอง นนทบุรี,0-2925-5777,0-2925-5778,http://www.bangkokdeccon.com,"762,473,645.00 บาท"
108,บริษัท กรุงเทพประกันภัย จำกัด (มหาชน),"อาคารกรุงเทพประกันภัย, 25 ถนนสาทรใต้ กทม.",0-2285-8888,0-2610-2100,http://www.bangkokinsurance.com,"1,064,700,000.00 บาท"
109,กองทุนรวมอสังหาริมทรัพย์บางกอก,"เลขที่ 989 อาคารสยามพิวรรธน์ทาวเวอร์ ชั้น 9, 24 ถนนพระราม 1 เขตปทุมวัน กทม.",0-2659-8888,0-2659-8860-1,-,"1,000,000,000.00 บาท"
110,บริษัท กรุงเทพประกันชีวิต จำกัด (มหาชน),เลขที่ 1415 ถนนกรุงเทพ-นนทบุรี แขวงวงศ์สว่าง เขตบางซื่อ กทม.,0-2777-8000,0-2777-8899,http://www.bangkoklife.com,"1,708,000,000.00 บาท"
111,บริษัท บางกอกแลนด์ จำกัด (มหาชน),"คอนโดมิเนียม อุตสาหกรรม นิวเจนีวา ชั้น 10, 47/569-576 หมู่ 3 ถนนป๊อปปูล่า 3 ตำบลบ้านใหม่ อำเภอปากเกร็ด นนทบุรี",0-2504-4940-49,-,http://www.bangkokland.co.th,"26,295,658,054.00 บาท"
112,บริษัท เบล็ส แอสเสท กรุ๊ป จำกัด (มหาชน),เลขที่ 609/154 ถนนนวมินทร์ แขวงนวลจันทร์ เขตบึงกุ่ม กทม.,0-2930-7155-8,0-2948-8304-5,https://www.bagroup.co.th,"400,000,000.00 บาท"
113,บริษัท บลิส อินเทลลิเจนซ์ จำกัด (มหาชน) (บริษัทจดทะเบียนที่เข้าข่ายอาจถูกเพิกถอน),96 ถนนเฉลิมพระเกียรติรัชกาลที่ 9 แขวงหนองบอน เขตประเวศ กทม.,-,-,http://www.blisstel.co.th,"37,815,493,468.50 บาท"
114,บริษัท บางกอกชีทเม็ททัล จำกัด (มหาชน),เลขที่ 149 หมู่ที่ 6 ถนนสุขสวัสดิ์ ตำบลบางจาก อำเภอพระประแดง สมุทรปราการ,"0-2817-5555-7, 0-2817-5440-3","0-2817-5432 , 0-2817-5443",http://www.bmplc.co.th,"343,148,101.00 บาท"
115,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ภิรัชออฟฟิศ,591 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กทม.,0-2261-0170,0-2261-0170,http://www.bofficereit.com,"6,610,743,485.38 บาท"
116,บริษัท บิซิเนส ออนไลน์ จำกัด (มหาชน),เลขที่ 1023 อาคาร เอ็มเอส สยาม ชั้น 28 ถนนพระราม 3 แขวงช่องนนทรี เขตยานนาวา กทม.,0-2657-3999,0-2657-3900-1,http://www.BOL.co.th,"82,050,550.00 บาท"
117,บริษัท บ้านปู เพาเวอร์ จำกัด (มหาชน),1550 อาคารธนภูมิ ชั้น 26 ถนนเพชรบุรีตัดใหม่ แขวงมักกะสัน เขตราชเทวี กทม.,0-2007-6000,0-2007-6060,http://www.banpupower.com,"31,012,020,000.00 บาท"
118,บริษัท บางกอกแร้นช์ จำกัด (มหาชน),18/1 ม.12 ถ.สายหลังวัดบางพลีใหญ่ใน ต.บางพลีใหญ่ อ.บางพลี สมุทรปราการ,0-2337-3280,0-2337-3293,http://www.br-brgroup.com,"4,569,643,720.00 บาท"
